zipcode,city,state, outbound , inbound , netgain ,pct_inbound
48871,PERRINTON,MI, 613 , 680 , 67 ,52.6%
48872,PERRY,MI," 2,466 "," 2,471 ", 5 ,50.1%
48873,PEWAMO,MI, 88 , 86 , (2),49.4%
48875,PORTLAND,MI," 4,077 "," 3,953 ", (124),49.2%
48876,LANSING,MI, 40 , 44 , 4 ,52.4%
48876,POTTERVILLE,MI," 1,808 "," 1,605 ", (203),47.0%
48877,RIVERDALE,MI, 778 , 699 , (79),47.3%
48878,ROSEBUSH,MI, 345 , 391 , 46 ,53.1%
48879,SAINT JOHNS,MI," 6,374 "," 5,795 ", (579),47.6%
48880,SAINT LOUIS,MI," 3,502 "," 2,966 ", (536),45.9%
48880,ST LOUIS,MI, 56 , 55 , (1),49.5%
48881,SARANAC,MI," 1,760 "," 1,609 ", (151),47.8%
48883,SHEPHERD,MI," 2,527 "," 2,153 ", (374),46.0%
48884,SHERIDAN,MI," 1,798 "," 1,689 ", (109),48.4%
48885,SIDNEY,MI, 125 , 198 , 73 ,61.3%
48886,SIX LAKES,MI," 1,123 ", 992 , (131),46.9%
48888,STANTON,MI," 2,790 "," 2,691 ", (99),49.1%
48889,SUMNER,MI, 179 , 249 , 70 ,58.2%
48890,SUNFIELD,MI, 616 , 540 , (76),46.7%
48891,VESTABURG,MI," 1,136 "," 1,067 ", (69),48.4%
48892,WEBBERVILLE,MI," 1,823 "," 1,405 ", (418),43.5%
48893,LAKE ISABELLA,MI, 142 , 112 , (30),44.1%
48893,WEIDMAN,MI," 2,250 "," 2,027 ", (223),47.4%
48894,WESTPHALIA,MI, 169 , 62 , (107),26.8%
48895,WILLIAMSTON,MI," 3,845 "," 3,867 ", 22 ,50.1%
48897,WOODLAND,MI, 217 , 231 , 14 ,51.6%
48901,LANSING,MI, 488 , 690 , 202 ,58.6%
48901,WARREN MICHIGAN,NY, -   , 14 , 14 ,100.0%
48906,LANSING,MI," 13,846 "," 10,524 "," (3,322)",43.2%
48908,LANSING,MI, 512 , 473 , (39),48.0%
48909,LANSING,MI, 226 , 620 , 394 ,73.3%
48910,LANSING,MI," 21,165 "," 17,317 "," (3,848)",45.0%
48911,LANSING,MI," 23,220 "," 17,824 "," (5,396)",43.4%
48912,LANSING,MI," 12,510 "," 9,480 "," (3,030)",43.1%
48915,LANSING,MI," 5,001 "," 4,248 ", (753),45.9%
48917,LANSING,MI," 19,098 "," 14,899 "," (4,199)",43.8%
48933,LANSING,MI," 3,279 "," 2,334 ", (945),41.6%
49001,KALAMAZOO,MI," 12,591 "," 9,386 "," (3,205)",42.7%
49002,PORTAGE,MI," 8,650 "," 7,968 ", (682),47.9%
49003,KALAMAZOO,MI, 342 , 825 , 483 ,70.7%
49004,KALAMAZOO,MI," 6,809 "," 5,852 ", (957),46.2%
49004,PARCHMENT,MI, 255 , 238 , (17),48.3%
49005,KALAMAZOO,MI, 59 , 143 , 84 ,70.8%
49006,KALAMAZOO,MI," 16,160 "," 10,142 "," (6,018)",38.6%
49007,KALAMAZOO,MI," 12,071 "," 6,644 "," (5,427)",35.5%
49008,KALAMAZOO,MI," 9,438 "," 7,043 "," (2,395)",42.7%
49009,KALAMAZOO,MI," 22,885 "," 19,082 "," (3,803)",45.5%
49010,ALLEGAN,MI," 7,857 "," 7,290 ", (567),48.1%
49011,ATHENS,MI, 724 , 648 , (76),47.2%
49012,AUGUSTA,MI," 1,252 "," 1,310 ", 58 ,51.1%
49013,BANGOR,MI," 2,343 "," 1,927 ", (416),45.1%
49014,BATTLE CREEK,MI," 9,665 "," 8,160 "," (1,505)",45.8%
49015,BATTLE CREEK,MI," 14,809 "," 12,113 "," (2,696)",45.0%
49016,BATTLE CREEK,MI," 1,564 "," 1,600 ", 36 ,50.6%
49017,BATTLE CREEK,MI," 9,999 "," 8,230 "," (1,769)",45.1%
49019,BATTLE CREEK,MI, -   , 11 , 11 ,100.0%
49019,KALAMAZOO,MI, 362 , 728 , 366 ,66.8%
49021,BELLEVUE,MI," 2,016 "," 1,966 ", (50),49.4%
49022,BENTON HARBOR,MI," 11,206 "," 10,045 "," (1,161)",47.3%
49023,BENTON HARBOR,MI, 367 , 578 , 211 ,61.2%
49024,PORTAGE,MI," 13,793 "," 12,481 "," (1,312)",47.5%
49026,BLOOMINGDALE,MI, 878 , 855 , (23),49.3%
49028,BRONSON,MI," 2,275 "," 2,050 ", (225),47.4%
49029,BURLINGTON,MI, 455 , 383 , (72),45.7%
49030,BURR OAK,MI, 668 , 592 , (76),47.0%
49030,COLDWATER,MI, 16 , 11 , (5),40.7%
49031,CASSOPOLIS,MI," 3,835 "," 3,257 ", (578),45.9%
49032,CENTREVILLE,MI," 1,064 "," 1,016 ", (48),48.8%
49033,CERESCO,MI, 387 , 473 , 86 ,55.0%
49034,CLIMAX,MI, 570 , 502 , (68),46.8%
49036,COLDWATER,MI," 12,056 "," 10,778 "," (1,278)",47.2%
49037,BATTLE CREEK,MI," 8,357 "," 6,738 "," (1,619)",44.6%
49037,SPRINGFIELD,MI," 3,680 "," 2,889 ", (791),44.0%
49038,COLOMA,MI," 3,603 "," 3,382 ", (221),48.4%
49040,COLON,MI," 1,318 "," 1,174 ", (144),47.1%
49041,COMSTOCK,MI, -   , 27 , 27 ,100.0%
49042,CONSTANTINE,MI," 2,010 "," 1,707 ", (303),45.9%
49043,COVERT,MI, 880 , 713 , (167),44.8%
49045,DECATUR,MI," 2,056 "," 1,925 ", (131),48.4%
49046,DELTON,MI," 2,856 "," 2,658 ", (198),48.2%
49047,DOWAGIAC,MI," 6,944 "," 5,843 "," (1,101)",45.7%
49048,KALAMAZOO,MI," 13,983 "," 10,640 "," (3,343)",43.2%
49050,DOWLING,MI, 428 , 327 , (101),43.3%
49051,EAST LEROY,MI, 627 , 658 , 31 ,51.2%
49052,FULTON,MI, 69 , 37 , (32),34.9%
49053,GALESBURG,MI," 2,734 "," 2,654 ", (80),49.3%
49055,GOBLES,MI," 2,462 "," 2,356 ", (106),48.9%
49056,GRAND JCT,MI, 79 , 81 , 2 ,50.6%
49056,GRAND JUNCTION,MI," 1,600 "," 1,417 ", (183),47.0%
49057,HARTFORD,MI," 1,891 "," 1,823 ", (68),49.1%
49058,HASTINGS,MI," 8,416 "," 7,522 ", (894),47.2%
49060,HICKORY CORNERS,MI, 525 , 604 , 79 ,53.5%
49060,HICKORY CRNRS,MI, 47 , 15 , (32),24.2%
49061,JONES,MI, 869 , 614 , (255),41.4%
49064,LAWRENCE,MI," 1,257 "," 1,187 ", (70),48.6%
49065,LAWTON,MI," 2,710 "," 2,248 ", (462),45.3%
49066,LEONIDAS,MI, 74 , 50 , (24),40.3%
49067,MARCELLUS,MI," 1,792 "," 1,634 ", (158),47.7%
49068,MARSHALL,MI," 6,592 "," 5,995 ", (597),47.6%
49070,MARTIN,MI, 920 , 757 , (163),45.1%
49071,MATTAWAN,MI," 3,760 "," 3,547 ", (213),48.5%
49072,MENDON,MI, 876 , 871 , (5),49.9%
49073,NASHVILLE,MI," 1,848 "," 1,789 ", (59),49.2%
49074,NAZARETH,MI, 13 , 11 , (2),45.8%
49076,OLIVET,MI," 1,604 "," 1,287 ", (317),44.5%
49077,OSHTEMO,MI, 40 , 49 , 9 ,55.1%
49078,OTSEGO,MI," 3,830 "," 3,475 ", (355),47.6%
49079,PAW PAW,MI," 5,193 "," 4,974 ", (219),48.9%
49080,PLAINWELL,MI," 5,803 "," 5,571 ", (232),49.0%
49081,PORTAGE,MI, 752 , 865 , 113 ,53.5%
49082,QUINCY,MI," 2,821 "," 2,195 ", (626),43.8%
49083,RICHLAND,MI," 3,141 "," 3,356 ", 215 ,51.7%
49085,SAINT JOSEPH,MI," 9,899 "," 9,440 ", (459),48.8%
49087,SCHOOLCRAFT,MI," 1,913 "," 1,906 ", (7),49.9%
49088,SCOTTS,MI, 922 , 932 , 10 ,50.3%
49089,SHERWOOD,MI, 815 , 409 , (406),33.4%
49090,SOUTH HAVEN,MI," 7,257 "," 6,417 ", (840),46.9%
49091,STURGIS,MI," 7,689 "," 6,963 ", (726),47.5%
49092,TEKONSHA,MI, 886 , 611 , (275),40.8%
49093,THREE RIVERS,MI," 8,271 "," 7,641 ", (630),48.0%
49094,UNION CITY,MI," 1,798 "," 1,505 ", (293),45.6%
49095,VANDALIA,MI," 1,189 ", 822 , (367),40.9%
49096,SOUTH HAVEN,MI, 35 , 13 , (22),27.1%
49096,VERMONTVILLE,MI," 1,008 ", 869 , (139),46.3%
49097,VICKSBURG,MI," 3,829 "," 3,638 ", (191),48.7%
49098,WATERVLIET,MI," 2,690 "," 2,288 ", (402),46.0%
49099,MOTTVILLE,MI, 60 , 45 , (15),42.9%
49099,WHITE PIGEON,MI," 2,202 "," 2,084 ", (118),48.6%
49101,BARODA,MI," 1,053 ", 815 , (238),43.6%
49102,BERRIEN CENTER,MI, 37 , 33 , (4),47.1%
49103,BERRIEN SPRINGS,MI," 5,159 "," 4,174 ", (985),44.7%
49106,BRIDGMAN,MI," 2,145 "," 1,994 ", (151),48.2%
49107,BUCHANAN,MI," 3,689 "," 3,682 ", (7),50.0%
49111,EAU CLAIRE,MI," 1,073 ", 979 , (94),47.7%
49112,EDWARDSBURG,MI," 4,296 "," 3,542 ", (754),45.2%
49113,GALIEN,MI, 838 , 443 , (395),34.6%
49115,HARBERT,MI, 184 , 139 , (45),43.0%
49116,LAKESIDE,MI, 12 , 78 , 66 ,86.7%
49117,NEW BUFFALO,MI," 2,620 "," 2,418 ", (202),48.0%
49120,NILES,MI," 14,942 "," 13,667 "," (1,275)",47.8%
49125,SAWYER,MI," 1,236 ", 995 , (241),44.6%
49126,SODUS,MI, 216 , 133 , (83),38.1%
49127,STEVENSVILLE,MI," 4,087 "," 3,743 ", (344),47.8%
49128,THREE OAKS,MI," 1,329 "," 1,242 ", (87),48.3%
49129,UNION PIER,MI, 388 , 333 , (55),46.2%
49130,UNION,MI, 695 , 589 , (106),45.9%
49201,JACKSON,MI," 16,640 "," 16,030 ", (610),49.1%
49202,JACKSON,MI," 10,855 "," 8,786 "," (2,069)",44.7%
49203,JACKSON,MI," 16,387 "," 14,424 "," (1,963)",46.8%
49204,JACKSON,MI," 1,743 "," 1,444 ", (299),45.3%
49220,ADDISON,MI, 992 , 839 , (153),45.8%
49221,ADRIAN,MI," 16,985 "," 14,663 "," (2,322)",46.3%
49224,ALBION,MI," 5,181 "," 4,806 ", (375),48.1%
49227,ALLEN,MI, 290 , 305 , 15 ,51.3%
49228,BLISSFIELD,MI," 1,915 "," 1,692 ", (223),46.9%
49229,BRITTON,MI, 916 , 818 , (98),47.2%
49230,BROOKLYN,MI," 4,950 "," 4,394 ", (556),47.0%
49232,CAMDEN,MI, 822 , 820 , (2),49.9%
49233,CEMENT CITY,MI, 984 ," 1,021 ", 37 ,50.9%
49234,CLARKLAKE,MI," 1,001 ", 965 , (36),49.1%
49235,CLAYTON,MI, 411 , 352 , (59),46.1%
49236,CLINTON,MI," 1,724 "," 1,313 ", (411),43.2%
49237,CONCORD,MI," 1,044 ", 927 , (117),47.0%
49238,DEERFIELD,MI, 415 , 209 , (206),33.5%
49240,GRASS LAKE,MI," 2,745 "," 2,892 ", 147 ,51.3%
49241,HANOVER,MI, 765 , 599 , (166),43.9%
49242,HILLSDALE,MI," 6,353 "," 5,860 ", (493),48.0%
49245,HOMER,MI," 1,780 "," 1,668 ", (112),48.4%
49246,HORTON,MI, 871 , 845 , (26),49.2%
49247,HUDSON,MI," 2,321 "," 2,025 ", (296),46.6%
49248,JASPER,MI, 52 , 19 , (33),26.8%
49249,JEROME,MI," 1,281 "," 1,256 ", (25),49.5%
49250,JONESVILLE,MI," 2,582 "," 2,288 ", (294),47.0%
49251,LESLIE,MI," 2,422 "," 2,004 ", (418),45.3%
49252,LITCHFIELD,MI," 1,149 "," 1,104 ", (45),49.0%
49253,MANITOU BEACH,MI," 1,594 "," 1,618 ", 24 ,50.4%
49254,MICHIGAN CENTER,MI," 1,437 "," 1,327 ", (110),48.0%
49255,MONTGOMERY,MI, 384 , 291 , (93),43.1%
49256,MORENCI,MI," 1,445 "," 1,303 ", (142),47.4%
49259,MUNITH,MI, 990 , 743 , (247),42.9%
49261,NAPOLEON,MI, 146 , 24 , (122),14.1%
49262,NORTH ADAMS,MI, 369 , 257 , (112),41.1%
49264,ONONDAGA,MI, 373 , 368 , (5),49.7%
49265,ONSTED,MI," 1,740 "," 1,757 ", 17 ,50.2%
49266,OSSEO,MI," 1,149 "," 1,093 ", (56),48.8%
49267,OTTAWA LAKE,MI," 1,081 "," 1,102 ", 21 ,50.5%
49268,PALMYRA,MI, 115 , 75 , (40),39.5%
49269,PARMA,MI," 1,983 "," 1,857 ", (126),48.4%
49270,PETERSBURG,MI," 1,472 "," 1,398 ", (74),48.7%
49271,PITTSFORD,MI, 608 , 650 , 42 ,51.7%
49272,PLEASANT LAKE,MI, 948 , 812 , (136),46.1%
49274,READING,MI," 1,278 "," 1,219 ", (59),48.8%
49276,RIGA,MI, 92 , 23 , (69),20.0%
49277,RIVES JCT,MI, 62 , 66 , 4 ,51.6%
49277,RIVES JUNCTION,MI, 869 , 712 , (157),45.0%
49279,SAND CREEK,MI, -   , 11 , 11 ,100.0%
49282,SOMERSET CENTER,MI, 76 , 85 , 9 ,52.8%
49283,SPRING ARBOR,MI," 1,408 "," 1,212 ", (196),46.3%
49284,SPRINGFIELD,MI, 21 , 20 , (1),48.8%
49284,SPRINGPORT,MI," 1,248 "," 1,154 ", (94),48.0%
49285,STOCKBRIDGE,MI," 1,761 "," 1,588 ", (173),47.4%
49286,TECUMSEH,MI," 5,147 "," 4,986 ", (161),49.2%
49287,TIPTON,MI, 580 , 502 , (78),46.4%
49288,WALDRON,MI, 423 , 280 , (143),39.8%
49301,ADA,MI," 5,424 "," 5,785 ", 361 ,51.6%
49302,ALTO,MI," 2,076 "," 2,221 ", 145 ,51.7%
49303,BAILEY,MI, 37 , 25 , (12),40.3%
49304,BALDWIN,MI," 3,278 "," 2,796 ", (482),46.0%
49305,BARRYTON,MI," 1,300 "," 1,162 ", (138),47.2%
49306,BELMONT,MI," 2,823 "," 3,579 ", 756 ,55.9%
49307,BIG RAPIDS,MI," 9,455 "," 8,238 "," (1,217)",46.6%
49309,BITELY,MI," 1,024 "," 1,032 ", 8 ,50.2%
49310,BLANCHARD,MI, 771 , 738 , (33),48.9%
49312,BROHMAN,MI, 27 , 11 , (16),28.9%
49315,BYRON CENTER,MI," 7,196 "," 8,219 "," 1,023 ",53.3%
49315,GRAND RAPIDS,MI, 197 , 233 , 36 ,54.2%
49316,CALEDONIA,MI," 8,870 "," 8,166 ", (704),47.9%
49318,CASNOVIA,MI, 221 , 168 , (53),43.2%
49319,CEDAR SPRINGS,MI," 5,707 "," 5,776 ", 69 ,50.3%
49320,CHIPPEWA LAKE,MI, 57 , 52 , (5),47.7%
49321,COMSTOCK PARK,MI," 9,672 "," 6,911 "," (2,761)",41.7%
49322,CORAL,MI, 359 , 141 , (218),28.2%
49323,DORR,MI," 2,304 "," 2,300 ", (4),50.0%
49325,FREEPORT,MI, 320 , 367 , 47 ,53.4%
49326,GOWEN,MI," 1,783 "," 1,769 ", (14),49.8%
49327,GRANT,MI," 2,891 "," 2,704 ", (187),48.3%
49328,HOPKINS,MI," 1,605 "," 1,846 ", 241 ,53.5%
49329,HOWARD CITY,MI," 3,602 "," 3,242 ", (360),47.4%
49330,KENT CITY,MI," 1,783 "," 1,642 ", (141),47.9%
49331,LOWELL,MI," 5,688 "," 5,873 ", 185 ,50.8%
49332,MECOSTA,MI," 1,601 "," 1,556 ", (45),49.3%
49333,MIDDLEVILLE,MI," 4,330 "," 4,507 ", 177 ,51.0%
49336,MORLEY,MI," 1,686 "," 1,615 ", (71),48.9%
49337,NEWAYGO,MI," 6,159 "," 6,055 ", (104),49.6%
49338,PARIS,MI, 764 , 755 , (9),49.7%
49339,PIERSON,MI, 967 , 863 , (104),47.2%
49340,REMUS,MI," 1,369 "," 1,295 ", (74),48.6%
49341,ROCKFORD,MI," 11,806 "," 12,288 ", 482 ,51.0%
49342,RODNEY,MI, 583 , 600 , 17 ,50.7%
49343,SAND LAKE,MI," 2,035 "," 1,946 ", (89),48.9%
49344,SHELBYVILLE,MI," 2,118 "," 1,816 ", (302),46.2%
49345,CP,MI, 78 , 99 , 21 ,55.9%
49345,SPARTA,MI," 4,552 "," 4,360 ", (192),48.9%
49346,CANADIAN LAKES,MI, 67 , 125 , 58 ,65.1%
49346,STANWOOD,MI," 3,475 "," 3,204 ", (271),48.0%
49347,TRUFANT,MI, 401 , 427 , 26 ,51.6%
49348,WAYLAND,MI," 6,262 "," 5,742 ", (520),47.8%
49349,WHITE CLOUD,MI," 3,764 "," 3,739 ", (25),49.8%
49401,ALLENDALE,MI," 11,421 "," 6,954 "," (4,467)",37.8%
49402,BRANCH,MI, 565 , 561 , (4),49.8%
49403,CONKLIN,MI, 290 , 339 , 49 ,53.9%
49404,COOPERSVILLE,MI," 2,747 "," 2,598 ", (149),48.6%
49405,CUSTER,MI, 499 , 469 , (30),48.5%
49406,DOUGLAS,MI," 1,019 "," 1,037 ", 18 ,50.4%
49408,FENNVILLE,MI," 3,642 "," 3,449 ", (193),48.6%
49410,FOUNTAIN,MI, 791 , 814 , 23 ,50.7%
49411,FREE SOIL,MI, 543 , 562 , 19 ,50.9%
49411,FREESOIL,MI, -   , 11 , 11 ,100.0%
49412,FREMONT,MI," 4,605 "," 4,097 ", (508),47.1%
49415,FRUITPORT,MI," 2,674 "," 2,173 ", (501),44.8%
49417,GRAND HAVEN,MI," 13,913 "," 13,657 ", (256),49.5%
49418,GRANDVILLE,MI," 10,189 "," 11,554 "," 1,365 ",53.1%
49418,WYOMING,MI," 1,808 "," 1,966 ", 158 ,52.1%
49419,HAMILTON,MI," 1,815 "," 1,924 ", 109 ,51.5%
49420,HART,MI," 2,909 "," 2,473 ", (436),45.9%
49421,HESPERIA,MI," 2,894 "," 2,317 ", (577),44.5%
49422,HOLLAND,MI," 1,405 "," 1,015 ", (390),41.9%
49423,HOLLAND,MI," 18,512 "," 16,533 "," (1,979)",47.2%
49424,HOLLAND,MI," 18,699 "," 16,725 "," (1,974)",47.2%
49425,HOLTON,MI," 1,336 "," 1,099 ", (237),45.1%
49426,HUDSONVILLE,MI," 11,151 "," 10,839 ", (312),49.3%
49428,GEORGETOWN TOWNSHIP,MI, 110 , 142 , 32 ,56.3%
49428,JENISON,MI," 6,878 "," 6,976 ", 98 ,50.4%
49429,JENISON,MI, 144 , 137 , (7),48.8%
49431,LUDINGTON,MI," 9,338 "," 9,024 ", (314),49.1%
49434,MACATAWA,MI, 129 , 89 , (40),40.8%
49435,MARNE,MI, 969 , 904 , (65),48.3%
49436,MEARS,MI," 1,322 "," 1,154 ", (168),46.6%
49437,MONTAGUE,MI," 3,116 "," 2,660 ", (456),46.1%
49440,MUSKEGON,MI," 1,280 "," 1,552 ", 272 ,54.8%
49441,MUSKEGON,MI," 9,101 "," 7,838 "," (1,263)",46.3%
49441,NORTON SHORES,MI," 7,025 "," 6,233 ", (792),47.0%
49442,MUSKEGON,MI," 18,787 "," 16,299 "," (2,488)",46.5%
49443,MUSKEGON,MI, 503 , 894 , 391 ,64.0%
49444,MUSKEGON,MI," 7,715 "," 7,116 ", (599),48.0%
49444,NORTON SHORES,MI," 3,723 "," 3,540 ", (183),48.7%
49445,MUSKEGON,MI," 7,221 "," 7,065 ", (156),49.5%
49446,NEW ERA,MI, 788 , 803 , 15 ,50.5%
49448,NUNICA,MI," 1,301 "," 1,365 ", 64 ,51.2%
49449,PENTWATER,MI," 2,891 "," 2,321 ", (570),44.5%
49450,PULLMAN,MI," 1,195 "," 1,008 ", (187),45.8%
49451,GRAND RAPIDS,MI, 39 , 38 , (1),49.4%
49451,RAVENNA,MI," 1,759 "," 1,681 ", (78),48.9%
49452,ROTHBURY,MI, 806 , 717 , (89),47.1%
49453,SAUGATUCK,MI," 1,853 "," 1,918 ", 65 ,50.9%
49454,SCOTTVILLE,MI," 1,864 "," 1,702 ", (162),47.7%
49455,SHELBY,MI," 2,577 "," 2,183 ", (394),45.9%
49456,NORTON SHORES,MI," 1,723 "," 1,918 ", 195 ,52.7%
49456,SPRING LAKE,MI," 7,606 "," 7,154 ", (452),48.5%
49457,TWIN LAKE,MI," 3,827 "," 3,698 ", (129),49.1%
49459,WALKERVILLE,MI, 774 , 530 , (244),40.6%
49460,WEST OLIVE,MI," 3,120 "," 3,299 ", 179 ,51.4%
49461,WHITEHALL,MI," 3,707 "," 3,688 ", (19),49.9%
49464,ZEELAND,MI," 7,134 "," 7,011 ", (123),49.6%
49468,GRANDVILLE,MI, 11 , 26 , 15 ,70.3%
49501,GRAND RAPIDS,MI," 1,213 "," 2,246 "," 1,033 ",64.9%
49503,GRAND RAPIDS,MI," 30,292 "," 22,875 "," (7,417)",43.0%
49504,GRAND RAPIDS,MI," 22,746 "," 18,059 "," (4,687)",44.3%
49505,GRAND RAPIDS,MI," 23,960 "," 13,457 "," (10,503)",36.0%
49506,GRAND RAPIDS,MI," 15,512 "," 12,140 "," (3,372)",43.9%
49507,GRAND RAPIDS,MI," 19,666 "," 13,428 "," (6,238)",40.6%
49508,GR,MI, 437 , 335 , (102),43.4%
49508,GRAND RAPIDS,MI," 18,837 "," 16,113 "," (2,724)",46.1%
49508,KENTWOOD,MI, 779 , 672 , (107),46.3%
49509,WYOMING,MI," 12,852 "," 10,946 "," (1,906)",46.0%
49510,GRAND RAPIDS,MI, 209 , 369 , 160 ,63.8%
49512,GRAND RAPIDS,MI," 10,648 "," 9,195 "," (1,453)",46.3%
49512,KENTWOOD,MI, 886 , 748 , (138),45.8%
49514,GRAND RAPIDS,MI, 380 , 233 , (147),38.0%
49515,GRAND RAPIDS,MI, 233 , 185 , (48),44.3%
49516,GRAND RAPIDS,MI, 579 , 429 , (150),42.6%
49518,GRAND RAPIDS,MI, 959 , 706 , (253),42.4%
49518,KENTWOOD,MI, 93 , 215 , 122 ,69.8%
49519,WYOMING,MI," 16,461 "," 12,270 "," (4,191)",42.7%
49523,GRAND RAPIDS,MI, 226 , -   , (226),0.0%
49525,GRAND RAPIDS,MI," 13,902 "," 12,162 "," (1,740)",46.7%
49528,GRAND RAPIDS,MI, 59 , 66 , 7 ,52.8%
49534,GRAND RAPIDS,MI," 9,383 "," 8,161 "," (1,222)",46.5%
49534,WALKER,MI, 849 , 681 , (168),44.5%
49544,GRAND RAPIDS,MI," 4,609 "," 3,916 ", (693),45.9%
49544,WALKER,MI, 446 , 374 , (72),45.6%
49546,GRAND RAPIDS,MI," 14,293 "," 13,589 ", (704),48.7%
49548,GRAND RAPIDS,MI," 16,133 "," 13,110 "," (3,023)",44.8%
49548,KENTWOOD,MI, 432 , 383 , (49),47.0%
49548,WYOMING,MI, 727 , 538 , (189),42.5%
49588,GRAND RAPIDS,MI, 63 , 52 , (11),45.2%
49588,KENTWOOD,MI, -   , 17 , 17 ,100.0%
49601,CADILLAC,MI," 11,973 "," 10,469 "," (1,504)",46.6%
49610,ACME,MI, 494 , 415 , (79),45.7%
49612,ALDEN,MI, 938 , 513 , (425),35.4%
49613,ARCADIA,MI, 608 , 457 , (151),42.9%
49614,BEAR LAKE,MI," 1,479 "," 1,505 ", 26 ,50.4%
49615,BELLAIRE,MI," 3,025 "," 2,930 ", (95),49.2%
49616,BENZONIA,MI," 1,077 "," 1,144 ", 67 ,51.5%
49617,BEULAH,MI," 2,182 "," 2,017 ", (165),48.0%
49618,BOON,MI, 45 , 25 , (20),35.7%
49619,BRETHREN,MI, 270 , 201 , (69),42.7%
49620,BUCKLEY,MI," 1,146 "," 1,062 ", (84),48.1%
49621,CEDAR,MI," 1,563 "," 1,571 ", 8 ,50.1%
49622,CENTRAL LAKE,MI," 1,604 "," 1,361 ", (243),45.9%
49623,CHASE,MI, 360 , 275 , (85),43.3%
49625,COPEMISH,MI, 350 , 393 , 43 ,52.9%
49626,EASTLAKE,MI, 22 , -   , (22),0.0%
49627,EASTPORT,MI, 601 , 309 , (292),34.0%
49628,ELBERTA,MI, 43 , 34 , (9),44.2%
49629,ELK RAPIDS,MI," 1,917 "," 1,783 ", (134),48.2%
49630,EMPIRE,MI," 1,014 "," 1,085 ", 71 ,51.7%
49631,EVART,MI," 3,017 "," 2,951 ", (66),49.4%
49632,FALMOUTH,MI, 225 , 212 , (13),48.5%
49633,FIFE LAKE,MI," 1,784 "," 1,715 ", (69),49.0%
49635,FRANKFORT,MI," 3,221 "," 3,044 ", (177),48.6%
49636,GLEN ARBOR,MI, 994 , 803 , (191),44.7%
49637,GRAWN,MI," 1,533 "," 1,581 ", 48 ,50.8%
49638,HARRIETTA,MI, 89 , 90 , 1 ,50.3%
49639,HERSEY,MI," 1,226 "," 1,125 ", (101),47.9%
49640,HONOR,MI, 955 , 956 , 1 ,50.0%
49640,KALKASKA,MI, 36 , 12 , (24),25.0%
49642,IDLEWILD,MI, 664 , 433 , (231),39.5%
49643,INTERLOCHEN,MI," 2,938 "," 2,916 ", (22),49.8%
49644,IRONS,MI," 1,509 "," 1,303 ", (206),46.3%
49645,KALEVA,MI," 1,118 ", 746 , (372),40.0%
49646,KALKASKA,MI," 4,444 "," 4,216 ", (228),48.7%
49648,KEWADIN,MI," 2,053 "," 1,741 ", (312),45.9%
49649,KINGSLEY,MI," 2,556 "," 2,396 ", (160),48.4%
49650,LAKE ANN,MI," 1,647 "," 1,465 ", (182),47.1%
49651,LAKE CITY,MI," 4,367 "," 3,970 ", (397),47.6%
49653,LAKE LEELANAU,MI," 1,247 "," 1,129 ", (118),47.5%
49654,LELAND,MI, 922 , 768 , (154),45.4%
49655,LEROY,MI," 1,364 "," 1,216 ", (148),47.1%
49656,LUTHER,MI, 725 , 634 , (91),46.7%
49657,MC BAIN,MI, 941 , 906 , (35),49.1%
49659,MANCELONA,MI," 3,742 "," 3,332 ", (410),47.1%
49660,MANISTEE,MI," 7,286 "," 6,272 "," (1,014)",46.3%
49663,MANTON,MI," 2,376 "," 2,249 ", (127),48.6%
49664,MAPLE CITY,MI," 1,203 "," 1,053 ", (150),46.7%
49665,MARION,MI," 1,779 "," 1,667 ", (112),48.4%
49667,MERRITT,MI, -   , 32 , 32 ,100.0%
49668,MESICK,MI," 1,623 "," 1,597 ", (26),49.6%
49670,NORTHPORT,MI," 1,998 "," 1,633 ", (365),45.0%
49674,OMENA,MI, 165 , 125 , (40),43.1%
49675,ONEKAMA,MI, 645 , 703 , 58 ,52.2%
49676,RAPID CITY,MI," 2,465 "," 2,092 ", (373),45.9%
49677,REED CITY,MI," 3,597 "," 2,947 ", (650),45.0%
49679,SEARS,MI, 427 , 387 , (40),47.5%
49680,S BOARDMAN,MI, 31 , 11 , (20),26.2%
49680,SOUTH BOARDMAN,MI, 730 , 761 , 31 ,51.0%
49682,SUTTONS BAY,MI," 2,498 "," 2,209 ", (289),46.9%
49683,THOMPSONVILLE,MI, 828 , 904 , 76 ,52.2%
49684,TRAVERSE CITY,MI," 12,539 "," 11,370 "," (1,169)",47.6%
49685,TRAVERSE CITY,MI," 10,065 "," 9,867 ", (198),49.5%
49686,TRAVERSE CITY,MI," 15,625 "," 14,006 "," (1,619)",47.3%
49688,TUSTIN,MI," 1,119 ", 928 , (191),45.3%
49689,WELLSTON,MI, 844 , 824 , (20),49.4%
49690,WILLIAMSBURG,MI," 3,263 "," 3,130 ", (133),49.0%
49696,TRAVERSE CITY,MI," 4,205 "," 4,526 ", 321 ,51.8%
49701,MACKINAW CITY,MI," 1,081 ", 893 , (188),45.2%
49705,AFTON,MI, 132 , 77 , (55),36.8%
49706,ALANSON,MI," 2,329 "," 2,305 ", (24),49.7%
49707,ALPENA,MI," 11,585 "," 9,439 "," (2,146)",44.9%
